name,industry,subindustry,identified,line,model,written_at
Georges St-Pierre,Sports,Martial Arts,true,Georges St-Pierre is a Canadian mixed martial artist who competed in the Ultimate Fighting Championship. He held UFC championships in the welterweight and middleweight divisions and was inducted into the UFC Hall of Fame.,gemini-3.8-flash,2026-09-10T00:40:03.514Z
Ilia Topuria,Sports,Martial Arts,true,Ilia Topuria is a Georgian and Spanish mixed martial artist competing in the Ultimate Fighting Championship. He won the UFC featherweight championship.,gemini-3.8-flash,2026-09-10T00:40:03.517Z
Ryan Garcia,Sports,Martial Arts,true,Ryan Garcia is an American professional boxer who competes in the lightweight and super lightweight divisions. He previously held the interim World Boxing Council lightweight title.,gemini-3.8-flash,2026-09-10T00:40:03.520Z
Sean O'Malley,Sports,Martial Arts,true,Sean O'Malley is an American mixed martial artist competing in the Ultimate Fighting Championship. He won the UFC bantamweight championship.,gemini-3.8-flash,2026-09-10T00:40:03.522Z
Israel Adesanya,Sports,Martial Arts,true,Israel Adesanya is a Nigerian-born New Zealand mixed martial artist competing in the Ultimate Fighting Championship. He held the UFC middleweight championship.,gemini-3.8-flash,2026-09-10T00:40:03.525Z
Khamzat Chimaev,Sports,Martial Arts,true,Khamzat Chimaev is a mixed martial artist competing in the middleweight division of the Ultimate Fighting Championship. He previously competed in the welterweight division of the promotion.,gemini-3.8-flash,2026-09-10T00:40:03.527Z
Alexander Volkanovski,Sports,Martial Arts,true,Alexander Volkanovski is an Australian mixed martial artist competing in the Ultimate Fighting Championship. He held the UFC featherweight championship.,gemini-3.8-flash,2026-09-10T00:40:03.530Z
Daniel Cormier,Sports,Martial Arts,true,Daniel Cormier is an American mixed martial artist who competed in the Ultimate Fighting Championship. He held the UFC light heavyweight and heavyweight championships and was inducted into the UFC Hall of Fame.,gemini-3.8-flash,2026-09-10T00:40:03.533Z
Max Holloway,Sports,Martial Arts,true,Max Holloway is an American mixed martial artist competing in the Ultimate Fighting Championship. He held the UFC featherweight championship and won the symbolic BMF title.,gemini-3.8-flash,2026-09-10T00:40:03.535Z
Nate Diaz,Sports,Martial Arts,true,Nate Diaz is an American mixed martial artist and boxer who competed in the Ultimate Fighting Championship. He won The Ultimate Fighter tournament and headlined multiple UFC pay-per-view events.,gemini-3.8-flash,2026-09-10T00:40:03.537Z
Paddy Pimblett,Sports,Martial Arts,true,Paddy Pimblett is an English mixed martial artist competing in the lightweight division of the Ultimate Fighting Championship. He previously held the featherweight championship in Cage Warriors.,gemini-3.8-flash,2026-09-10T00:40:03.539Z
Tom Aspinall,Sports,Martial Arts,true,Tom Aspinall is an English mixed martial artist competing in the UFC heavyweight division. He has held the UFC Interim Heavyweight Championship.,gemini-3.8-flash,2026-09-10T00:40:05.690Z
Amanda Nunes,Sports,Martial Arts,true,Amanda Nunes is a Brazilian mixed martial artist who competed in the UFC. She held both the UFC Women's Bantamweight Championship and UFC Women's Featherweight Championship simultaneously.,gemini-3.8-flash,2026-09-10T00:40:05.693Z
Anderson Silva,Sports,Martial Arts,true,Anderson Silva is a Brazilian-American mixed martial artist and professional boxer who competed in the UFC. He held the UFC Middleweight Championship and defended the title across multiple bouts.,gemini-3.8-flash,2026-09-10T00:40:05.695Z
Charles Oliveira,Sports,Martial Arts,true,Charles Oliveira is a Brazilian mixed martial artist competing in the UFC lightweight division. He held the UFC Lightweight Championship and has won bouts by knockout and submission.,gemini-3.8-flash,2026-09-10T00:40:05.698Z
Dustin Poirier,Sports,Martial Arts,true,Dustin Poirier is an American mixed martial artist competing in the UFC lightweight division. He held the UFC Interim Lightweight Championship and challenged for the undisputed championship on multiple occasions.,gemini-3.8-flash,2026-09-10T00:40:05.700Z
Justin Gaethje,Sports,Martial Arts,true,Justin Gaethje is an American mixed martial artist competing in the UFC lightweight division. He held the UFC Interim Lightweight Championship and the symbolic BMF title.,gemini-3.8-flash,2026-09-10T00:40:05.703Z
Merab Dvalishvili,Sports,Martial Arts,true,Merab Dvalishvili is a Georgian mixed martial artist competing in the UFC bantamweight division. He won the UFC Bantamweight Championship.,gemini-3.8-flash,2026-09-10T00:40:05.705Z
Dricus Du Plessis,Sports,Martial Arts,true,Dricus Du Plessis is a South African mixed martial artist competing in the UFC middleweight division. He captured the UFC Middleweight Championship.,gemini-3.8-flash,2026-09-10T00:40:05.708Z
Jorge Masvidal,Sports,Martial Arts,true,Jorge Masvidal is an American mixed martial artist and boxer who competed in the UFC welterweight and lightweight divisions. He won the inaugural symbolic BMF title and challenged for the UFC Welterweight Championship.,gemini-3.8-flash,2026-09-10T00:40:05.710Z
Kamaru Usman,Sports,Martial Arts,true,Kamaru Usman is a Nigerian-American mixed martial artist competing in the UFC welterweight division. He held the UFC Welterweight Championship and defended it across multiple bouts.,gemini-3.8-flash,2026-09-10T00:40:05.712Z
Sean Strickland,Sports,Martial Arts,true,Sean Strickland is an American mixed martial artist competing in the UFC middleweight division. He held the UFC Middleweight Championship.,gemini-3.8-flash,2026-09-10T00:40:05.715Z
Chael Sonnen,Sports,Martial Arts,true,Chael Sonnen is an American former mixed martial artist and sports analyst who competed in the UFC and Bellator. He challenged for championship titles in both the middleweight and light heavyweight divisions.,gemini-3.8-flash,2026-09-10T00:40:05.717Z
Colby Covington,Sports,Martial Arts,true,Colby Covington is an American mixed martial artist competing in the UFC welterweight division. He held the UFC Interim Welterweight Championship.,gemini-3.8-flash,2026-09-10T00:40:05.720Z
Michael Chandler,Sports,Martial Arts,true,"Michael Chandler is an American mixed martial artist competing in the UFC lightweight division. Prior to competing in the UFC, he held the Bellator Lightweight World Championship across multiple reigns.",gemini-3.8-flash,2026-09-10T00:40:05.723Z
Tony Ferguson,Sports,Martial Arts,true,Tony Ferguson is an American mixed martial artist competing in the UFC lightweight division. He held the UFC Interim Lightweight Championship and won a tournament season of The Ultimate Fighter.,gemini-3.8-flash,2026-09-10T00:40:05.725Z
Valentina Shevchenko,Sports,Martial Arts,true,Valentina Shevchenko is a Kyrgyzstani-Peruvian mixed martial artist competing in the UFC flyweight division. She held the UFC Women's Flyweight Championship and defended the title across multiple bouts.,gemini-3.8-flash,2026-09-10T00:40:05.727Z
Zhang Weili,Sports,Martial Arts,true,Zhang Weili is a Chinese mixed martial artist competing in the UFC strawweight division. She held the UFC Women's Strawweight Championship across multiple reigns.,gemini-3.8-flash,2026-09-10T00:40:05.729Z
Arman Tsarukyan,Sports,Martial Arts,true,Arman Tsarukyan is an Armenian-Russian mixed martial artist competing in the UFC lightweight division. He has headlined UFC events and competed as a title contender in the division.,gemini-3.8-flash,2026-09-10T00:40:05.730Z
Belal Muhammad,Sports,Martial Arts,true,Belal Muhammad is an American mixed martial artist competing in the UFC welterweight division. He won the UFC Welterweight Championship.,gemini-3.8-flash,2026-09-10T00:40:05.732Z
Diego Lopes,Sports,Martial Arts,true,Diego Lopes is a Brazilian mixed martial artist competing in the UFC featherweight division. He transitioned to the organization from regional promotions and competes as a title contender.,gemini-3.8-flash,2026-09-10T00:40:05.733Z
Jiří Procházka,Sports,Martial Arts,true,Czech professional mixed martial artist who competes in the light heavyweight division of the Ultimate Fighting Championship. He is a former UFC Light Heavyweight Champion and former Rizin Light Heavyweight Champion.,gemini-3.8-flash,2026-09-10T00:40:09.885Z
Kayla Harrison,Sports,Martial Arts,true,American professional mixed martial artist and former judoka who competes in the Ultimate Fighting Championship. She won Olympic gold medals in judo and multiple tournament championships in the Professional Fighters League.,gemini-3.8-flash,2026-09-10T00:40:09.888Z
Mackenzie Dern,Sports,Martial Arts,true,American professional mixed martial artist and submission grappling practitioner who competes in the Ultimate Fighting Championship. She is an ADCC Submission Fighting World Championship winner and multiple-time Brazilian jiu-jitsu world champion.,gemini-3.8-flash,2026-09-10T00:40:09.890Z
Robert Whittaker,Sports,Martial Arts,true,Australian professional mixed martial artist who competes in the middleweight division of the Ultimate Fighting Championship. He is a former UFC Middleweight Champion and a tournament winner on The Ultimate Fighter.,gemini-3.8-flash,2026-09-10T00:40:09.893Z
Rose Namajunas,Sports,Martial Arts,true,American professional mixed martial artist who competes in the flyweight division of the Ultimate Fighting Championship. She is a former multiple-time UFC Women's Strawweight Champion.,gemini-3.8-flash,2026-09-10T00:40:09.895Z
Shavkat Rakhmonov,Sports,Martial Arts,true,Kazakhstani professional mixed martial artist who competes in the welterweight division of the Ultimate Fighting Championship. He is a former M-1 Global Welterweight Champion.,gemini-3.8-flash,2026-09-10T00:40:09.898Z
Alexa Grasso,Sports,Martial Arts,true,Mexican professional mixed martial artist who competes in the flyweight division of the Ultimate Fighting Championship. She is a former UFC Women's Flyweight Champion.,gemini-3.8-flash,2026-09-10T00:40:09.900Z
Alexandre Pantoja,Sports,Martial Arts,true,Brazilian professional mixed martial artist who competes in the flyweight division of the Ultimate Fighting Championship. He is a UFC Flyweight Champion and former Resurrection Fighting Alliance flyweight titleholder.,gemini-3.8-flash,2026-09-10T00:40:09.903Z
Bo Nickal,Sports,Martial Arts,true,"American professional mixed martial artist and former freestyle wrestler who competes in the middleweight division of the Ultimate Fighting Championship. In collegiate wrestling, he won multiple NCAA Division I national championships.",gemini-3.8-flash,2026-09-10T00:40:09.905Z
Carlos Ulberg,Sports,Martial Arts,true,New Zealand mixed martial artist and former kickboxer who competes in the light heavyweight division of the Ultimate Fighting Championship. He is a former King in the Ring kickboxing tournament champion.,gemini-3.8-flash,2026-09-10T00:40:09.908Z
Magomed Ankalaev,Sports,Martial Arts,true,Russian professional mixed martial artist who competes in the light heavyweight division of the Ultimate Fighting Championship. He is a former Light Heavyweight Champion in World Fighting Championship Akhmat.,gemini-3.8-flash,2026-09-10T00:40:09.911Z
Paulo Costa,Sports,Martial Arts,true,Brazilian professional mixed martial artist who competes in the middleweight division of the Ultimate Fighting Championship. He is a former Jungle Fight middleweight champion and has competed for the UFC Middleweight Championship.,gemini-3.8-flash,2026-09-10T00:40:09.914Z
Petr Yan,Sports,Martial Arts,true,Russian professional mixed martial artist who competes in the bantamweight division of the Ultimate Fighting Championship. He is a former UFC Bantamweight Champion and former ACB Bantamweight Champion.,gemini-3.8-flash,2026-09-10T00:40:09.917Z
Umar Nurmagomedov,Sports,Martial Arts,true,Russian professional mixed martial artist who competes in the bantamweight division of the Ultimate Fighting Championship. He is a former bantamweight champion in the Eagle Fighting Championship.,gemini-3.8-flash,2026-09-10T00:40:09.919Z
Joshua Van,Sports,Martial Arts,true,Myanmar-born American professional mixed martial artist who competes in the flyweight division of the Ultimate Fighting Championship. He is a former Fury Fighting Championship flyweight champion.,gemini-3.8-flash,2026-09-10T00:40:09.922Z
Song Yadong,Sports,Martial Arts,true,Chinese professional mixed martial artist who competes in the bantamweight division of the Ultimate Fighting Championship. He has headlined multiple Ultimate Fighting Championship events.,gemini-3.8-flash,2026-09-10T00:40:09.924Z
Movsar Evloev,Sports,Martial Arts,true,Russian professional mixed martial artist who competes in the featherweight division of the Ultimate Fighting Championship. He is a former M-1 Global Bantamweight Champion.,gemini-3.8-flash,2026-09-10T00:40:09.925Z
